UEMPRATE,cartodb_id,borocode,withssi,withsocial,withpubass,struggling,profession,popunemplo,poptot,popover18,popinlabou,poororstru,poor,pacificune,pacificinl,pacific,otherunemp,otherinlab,otherethni,onlyprofes,onlymaster,onlylessth,onlyhighsc,onlydoctor,onlycolleg,onlybachel,okay,mixedunemp,mixedinlab,mixed,master,maleunempl,maleover18,male_pro,male_mastr,male_lesHS,male_HS,male_doctr,male_collg,male_BA,maleinlabo,maledrop,male16to19,male,lessthan10,lessthanhi,households,hispanicun,hispanicin,hispanic,highschool,field_1,femaleunem,femaleover,fem_profes,fem_master,fem_lessHS,fem_HS,fem_doctor,fem_colleg,fem_BA,femaleinla,femaledrop,femal16_19,female,europeanun,europeanin,european,doctorate,comm90plus,comm_less5,comm_60_89,comm_5_14,comm_45_59,comm_30_44,comm_15_29,college,bachelor,asianunemp,asianinlab,asian,americanun,americanin,american,africanune,africaninl,african,ntaname,boroname,popdty,ntacode,medianinco,medianagem,medianagef,medianage,HHsize,gini
0.0943121,79,1,1080,1902,664,5991,45,1033,23845,18674,10953,14531,8540,0,0,0,423,2774,6970,87,1047,5695,9727,42,6244,3061,9114,128,1329,2705,960,640,8640,25,511,2732,4360,8,2682,1236,5319,115,824,11266,1745,5695,8130,702,5267,13312,3483,93,393,10034,62,536,2963,5367,34,3562,1825,5634,47,555,12579,159,2433,4486,42,483,157,931,454,1280,3973,1845,3183,2014,69,584,856,0,0,12,254,3833,8816,Manhattanville,Manhattan,415477.11,MN06,NA,NA,NA,NA,NA,NA
0.0997535,80,4,619,2120,337,6435,494,1578,26470,22086,15819,11107,4672,0,34,34,296,2351,3647,668,2317,4040,14756,174,10665,7359,15224,76,404,792,1649,766,11304,291,1133,1785,7591,84,5604,3839,9116,50,678,13485,1109,4040,10958,616,4754,8356,4091,172,812,10782,377,1184,2255,7165,90,5061,3520,6703,48,509,12985,755,8926,14527,174,429,135,1561,1086,2590,5085,2361,3306,5042,154,2515,4229,8,213,452,289,1366,2789,Old Astoria,Queens,372910.85,QN71,383558,246.2,273.6,258.6,2.50375,0.4417
0.0575125,81,1,398,6905,314,4489,5593,2614,67185,61285,45451,8825,4336,0,0,0,41,643,1128,9069,21199,939,52486,3476,49869,44710,53819,0,992,1907,12130,1245,28762,5010,10266,572,25300,2063,24226,21725,22329,16,1407,31731,1882,939,37218,197,2579,3908,2617,105,1369,32523,4059,10933,367,27186,1413,25643,22985,23122,17,1997,35454,2225,39104,56904,3476,894,1045,884,6586,1825,8397,18813,5159,23511,174,3768,5815,0,65,130,174,841,1301,West Village,Manhattan,1081846.26,MN23,1543420,524.5,489.4,506.6,1.70571428571429,0.5423
0.1211114,82,2,571,4521,465,7505,472,2916,45805,35065,24077,14149,6644,0,0,0,302,2275,4424,631,2822,5611,24755,159,15292,7913,31545,42,356,643,2191,1596,15376,286,1032,2422,10453,56,6014,2963,11023,127,1273,20888,1069,5611,15128,467,3588,7130,9463,85,1320,19689,345,1790,3189,14302,103,9278,4950,13054,28,1236,24917,637,4787,9431,159,2129,60,4312,1822,2352,4958,4441,7379,5091,46,1002,1589,0,27,119,1889,15630,29599,Woodlawn-Wakefield,Bronx,458501.38,BX62,795616,479.3,555.2,524.8,2.92571428571429,0.3887
0.0972253,83,3,2559,8572,1469,22362,591,3928,86592,68463,40401,37857,15495,0,0,0,134,2012,4116,1009,3950,18869,41767,418,22040,11962,48543,29,292,707,2941,2474,33100,509,1733,9385,19707,238,10677,5842,23171,59,1922,41882,2347,18869,29717,466,6072,12500,19727,9,1454,35363,500,2217,9484,22060,180,11363,6120,17230,44,2317,44710,2213,21674,48060,418,2292,323,9686,2974,6205,7194,5851,10078,8012,1519,15552,32319,0,469,621,33,381,769,Bensonhurst West,Brooklyn,1337126.99,BK28,1154642,999.5,1046.5,1017.8,2.88576923076923,0.438080769230769
0.0915063,84,5,263,1586,136,2337,489,794,18310,13792,8677,5132,2795,0,0,0,19,550,893,633,1968,1355,10775,144,7282,4135,12770,47,202,491,1335,528,6855,365,856,651,5258,76,3562,1913,4696,35,508,9334,480,1355,6303,122,1980,4822,3493,189,266,6937,268,1112,704,5517,68,3720,2222,3981,34,453,8976,557,6655,14146,144,749,88,1337,1139,983,1533,1742,3147,2167,47,300,723,0,0,19,124,970,2038,New Brighton-Silver Lake,Staten Island,64727.82,SI35,385105,184.6,201.3,191.6,2.8,0.45406
0.1108116,85,3,1607,3742,1748,23966,214,3987,71460,53792,35980,46003,22037,0,12,56,475,5200,10220,329,1759,23809,22093,115,11894,6663,24997,26,459,1094,1430,2381,27072,146,817,11894,10893,56,5681,3126,21027,202,1936,36563,2385,23809,20544,1016,11628,23746,10199,15,1606,26720,183,942,11915,11200,59,6213,3537,14953,113,1922,34897,788,10389,21965,115,3267,323,8076,3151,3292,7375,4113,5231,4904,2571,18277,35196,0,487,974,127,1141,1955,Sunset Park East,Brooklyn,1209037.4,BK34,NA,NA,NA,NA,NA,NA
0.0939719,86,1,870,4120,506,6819,2333,2912,42931,39918,30988,12227,5408,0,0,0,239,1598,2589,3208,9699,3116,32248,875,28035,22449,30561,65,846,1512,6491,1556,20669,1811,5155,1494,17210,434,14858,11945,16869,27,335,22368,2068,3116,25261,486,4856,8669,4213,99,1356,19249,1397,4544,1622,15038,441,13177,10504,14119,23,351,20563,1857,22390,29503,875,604,519,979,4463,1564,7691,10472,5586,12750,349,4186,5841,0,67,149,402,1901,3337,Clinton,Manhattan,531366.85,MN15,475620,262,245.7,256.2,1.73,0.525814285714286
0.1574543,87,4,668,3392,836,7950,83,2860,36864,26896,18164,16199,8249,0,24,24,356,2548,5350,181,1087,5660,17168,98,10136,3911,20389,74,635,1594,906,1561,11843,66,323,2549,7038,54,3884,1538,8538,106,1210,16880,1385,5660,11627,342,2649,6240,7032,119,1299,15053,115,764,3111,10130,44,6252,2373,9626,104,1335,19984,51,592,1395,98,1716,95,3550,867,2458,3246,2361,6225,2824,181,1292,2336,34,136,327,2164,12937,25838,South Jamaica,Queens,356282.67,QN01,723238,429.1,529,483.7,3.28428571428571,0.432907142857143
0.1057257,88,4,506,1585,150,3454,148,1191,22136,16732,11265,6690,3236,0,0,0,297,2199,4365,192,919,2873,11608,44,6392,2786,15298,202,723,1303,727,668,8235,93,316,1340,5741,28,2920,1191,6073,21,500,10746,512,2873,6837,612,4802,9258,5216,163,523,8497,99,603,1533,5867,16,3472,1595,5192,21,491,11390,424,5008,10183,44,622,115,2275,705,1309,2282,2214,3606,1867,213,2300,4802,9,42,64,46,993,1419,Ozone Park,Queens,158423.63,QN56,NA,NA,NA,NA,NA,NA
0.0919535,89,4,392,4899,304,6405,832,2225,45522,36794,24197,9662,3257,0,6,6,59,1245,2438,1295,5060,4320,28976,463,21150,13701,35310,51,478,1198,3765,1303,17274,728,2331,1973,13564,313,10258,6495,12815,11,989,21714,619,4320,16043,232,3194,6086,7826,153,922,19520,567,2729,2347,15412,150,10892,7206,11382,5,1144,23808,1197,13384,24964,463,1450,111,4007,2137,2301,5570,5189,7449,8641,900,8201,15452,0,93,202,18,790,1262,Bayside-Bayside Hills,Queens,306043.371,QN46,1370116,757.9,784,765,2.83722222222222,0.399344444444444
0.1402249,90,2,1441,3711,1126,11919,238,3592,49715,37784,25616,24341,12422,14,14,27,1704,11957,22229,322,2070,8554,23230,84,14325,6058,24270,315,1009,2345,1748,1637,16742,229,895,3841,10133,52,6290,2545,12422,300,1445,22577,2084,8554,17347,2181,16061,31698,8905,66,1955,21042,93,1175,4713,13097,32,8035,3513,13194,97,1438,27138,466,5391,11673,84,1556,92,5634,1925,3326,4463,3305,8267,3988,130,1016,1776,9,143,241,954,6078,11424,Van Cortlandt Village,Bronx,1001408.73,BX28,407304,332,369.6,351.1,2.847,0.42557
0.0609514,91,3,462,2418,194,5335,807,1289,31522,28194,21148,9185,3850,0,0,0,111,1034,1715,1027,4439,2788,22473,220,17815,12283,22291,32,442,684,3412,841,13775,523,2152,1106,11376,82,9207,6323,11093,5,420,15499,1270,2788,15124,170,2894,4725,4658,37,448,14419,504,2287,1682,11097,138,8608,5960,10055,56,333,16023,1091,18288,26941,220,340,174,1549,1661,2528,8105,3818,5532,7844,37,972,1577,0,217,301,18,185,304,Greenpoint,Brooklyn,376690.56,BK76,768685,415.3,405.1,408.2,2.1075,0.426941666666667
0.1588609,92,2,3623,4348,1959,16205,34,3280,52132,36405,20647,38994,22789,0,0,10,727,6189,15069,70,611,13379,16402,36,8273,2606,12684,41,406,1033,541,1624,16973,4,347,6259,7236,4,3130,1145,11097,348,2244,25356,4511,13379,17497,1870,14830,37563,8129,75,1656,19432,66,264,7120,9166,32,5143,1461,9550,135,1956,26776,737,6466,16636,36,908,106,3293,1529,3320,4868,2324,5667,1995,0,228,572,9,129,262,1766,7212,18550,Mott Haven-Port Morris,Bronx,803806.712,BX39,292015,359.7,440.1,399,2.89692307692308,0.462415384615385
0.1168868,93,2,975,6761,550,7147,340,2487,44304,36364,21277,12382,5235,0,0,0,307,2603,5545,470,2893,5500,26879,130,17709,7895,30323,133,798,1532,2423,1224,15535,231,871,2268,11466,72,6591,2495,9652,58,1129,19239,1485,5500,18258,560,5768,12529,9170,60,1263,20829,239,2022,3232,15413,58,11118,5400,11625,56,1182,25065,284,3051,8010,130,2940,151,4611,1451,2161,3644,3205,9814,5002,57,179,533,20,48,234,1686,14560,28450,Co-op City,Bronx,110145.57,BX13,132948,121.7,133.7,128.5,2.48,0.454033333333333
0.1592821,94,1,3399,7355,2114,19276,1287,6115,78193,60861,38391,41335,22059,0,0,224,620,3415,7407,1683,6157,11793,40034,396,27675,14908,36327,255,1928,4251,4474,3064,27156,786,2521,5137,17337,148,11579,6348,17961,310,2593,36230,5799,11793,33203,1580,8034,17786,12359,91,3051,33705,897,3636,6656,22697,248,16096,8560,20430,268,2084,41963,700,6244,10012,396,848,308,4381,1999,4234,11107,6352,12767,8751,76,1155,2097,40,175,284,4424,25444,53918,Central Harlem North-Polo Grounds,Manhattan,1415043.69,MN03,561459,539.5,600.4,575.5,2.27625,0.4997
0.1506894,95,4,560,1656,654,4695,75,1388,18539,14066,9211,10594,5899,0,0,0,325,1837,3383,119,661,3471,8158,44,4982,2504,7910,30,166,306,542,672,6364,64,344,1442,3499,27,2062,1154,4416,65,731,8552,1366,3471,7283,613,3860,8128,3176,170,716,7702,55,317,2029,4659,17,2920,1350,4795,0,439,9987,512,3755,7436,44,214,73,1135,597,1018,2345,1706,2478,1843,139,1332,2471,5,99,182,377,2006,4761,Queensbridge-Ravenswood-Long Island City,Queens,250616.25,QN68,NA,NA,NA,NA,NA,NA
0.0763445,96,3,3023,2558,342,6630,681,1086,31584,26328,14225,15107,8477,0,0,0,43,372,691,1010,2814,3127,20525,329,14458,9305,16354,14,372,800,1804,688,11881,582,1227,1420,9211,170,6400,4244,7411,119,683,14495,2928,3127,13764,153,1857,4135,6067,3,398,14447,428,1587,1707,11314,159,8058,5061,6814,10,586,17089,751,11135,25322,329,1010,86,3734,1243,1705,2090,2349,5153,6491,236,2009,4171,0,28,74,42,265,526,Brighton Beach,Brooklyn,517644.31,BK19,341212,365.9,415,395.8,2.35111111111111,0.496122222222222
0.0999226,97,3,1935,6333,1063,15444,414,2970,61066,49450,29723,25266,9822,0,0,18,83,1102,2223,586,3584,13766,30761,172,17032,10082,35695,63,323,864,2998,1649,24106,351,1800,6625,15124,103,8258,4820,17101,65,1166,30046,1618,13766,21737,313,3655,7363,13729,10,1321,25344,235,1784,7141,15637,69,8774,5262,12622,27,1201,31020,1579,15878,33602,172,1929,233,7077,2185,3964,5902,4157,6950,6498,1176,12004,23673,0,32,58,69,384,628,Bensonhurst East,Brooklyn,920850.04,BK29,771772,700.9,751.2,734.2,2.80611111111111,0.444205555555556
0.0954840,98,4,109,1819,213,2859,373,869,18177,14093,9101,4978,2119,0,17,50,127,582,1078,535,2103,1273,11284,162,9114,5910,13198,26,230,580,1568,327,6527,326,926,575,5260,107,4261,2887,4776,0,332,8605,413,1273,6582,252,1344,2394,2170,148,542,7566,209,1177,698,6024,55,4853,3023,4325,7,331,9572,350,3005,6377,162,903,62,1729,783,999,1649,1594,3204,3807,322,4687,9149,0,18,18,44,562,925,Fresh Meadows-Utopia,Queens,68853.32,QN41,318200,164.4,162.3,162.9,3.075,0.38575
0.1402976,99,2,588,1708,422,6543,48,1801,27483,19616,12837,12463,5920,0,0,0,829,5903,12204,62,566,4924,11864,14,6921,2840,14781,70,530,1379,504,989,9024,40,223,2289,5349,14,3049,1100,6902,97,1142,12736,948,4924,8788,1196,7853,16952,4943,84,812,10592,22,343,2635,6515,0,3872,1740,5935,123,1173,14747,349,1920,4536,14,782,156,3390,1056,1577,2088,1610,4081,2274,265,1925,3992,0,29,117,288,2530,5255,Westchester-Unionport,Bronx,287616.081,BX59,307537,228.7,231.5,230.1,3.09571428571429,0.432428571428571
0.0908383,100,4,570,3066,68,3939,1016,1399,27500,22996,15401,6618,2679,0,0,0,12,563,963,1275,4048,1946,19326,259,15241,10697,20864,58,351,787,2773,710,10494,753,1981,846,8914,166,7139,5090,7902,0,408,13096,899,1946,12455,194,2608,4667,4085,130,689,12502,522,2067,1100,10412,93,8102,5607,7499,32,420,14404,852,8740,16064,259,678,73,2981,800,2523,3755,2603,4544,6649,339,5110,8787,0,21,53,138,616,846,Rego Park,Queens,344342.46,QN18,462214,311.6,331.4,322.5,2.2375,0.4618625
0.0689960,101,1,383,2650,314,1801,2154,1327,28228,26570,19233,5224,3423,0,16,16,19,259,519,2924,8734,852,21674,770,19871,17353,21202,37,477,789,5810,600,13382,1737,5081,524,11595,529,10810,9597,10792,0,129,14044,1398,852,15964,107,1209,2009,1803,100,727,13188,1187,3653,328,10079,241,9061,7756,8441,0,1166,14184,997,14089,20563,770,226,447,563,4664,814,2537,7099,2518,8619,167,3536,4941,0,66,99,107,790,1301,Midtown-Midtown South,Manhattan,418522.785,MN17,1836030,756.2,NA,745.6,1.61705882352941,0.509076470588235
0.0732323,102,5,752,2244,429,4937,144,870,25635,19948,11880,9729,4792,0,12,26,168,1593,3037,262,1364,3645,13492,118,8095,4372,15278,0,244,722,1102,514,10008,129,618,1981,6448,52,3855,2110,6686,61,719,12697,977,3645,9115,234,3522,7541,5397,191,356,9940,133,746,1664,7044,66,4240,2262,5194,35,814,12938,339,6103,13589,118,1016,176,2248,949,1274,2032,2613,3723,3008,98,1477,2879,0,58,183,265,2361,5199,Stapleton-Rosebank,Staten Island,121387.024,SI37,416062,298.2,328.4,315.1,2.7275,0.4535625
0.1365503,103,1,3383,5500,1996,16383,477,3424,60465,44920,25075,37099,20716,0,21,26,679,7256,18862,807,2826,12193,24871,330,15673,7910,22774,151,771,2289,2019,1683,19059,365,1050,5118,10341,100,6213,3173,11701,342,1977,27272,4585,12193,22183,1788,11938,31253,9198,113,1741,25861,442,1776,7075,14530,230,9460,4737,13374,183,1937,33193,901,5875,12810,330,707,377,2166,1582,3426,7444,4662,7763,5084,61,1169,2239,12,56,251,1620,9927,23988,East Harlem North,Manhattan,803667.11,MN34,324588,315.2,391.2,351.7,2.65363636363636,0.515527272727273
0.1015154,104,3,2078,2687,1134,17428,274,3095,61817,46296,30488,37687,20259,0,0,0,651,11663,26516,312,1700,18411,18848,38,11229,5896,23988,56,679,1515,1388,1689,23777,209,722,9606,9202,23,5032,2736,17855,324,2235,31752,2841,18411,18885,2082,21458,46357,7619,38,1406,22519,103,978,8805,9646,15,6197,3160,12633,295,1926,30065,1495,12308,22177,38,1262,291,4632,2536,4994,8165,4170,5333,4196,102,1758,3645,0,28,126,791,4010,7838,Bushwick North,Brooklyn,963806,BK77,498817,376.8,393.5,382.6,3.19,0.454069230769231
0.0540197,105,1,733,4628,298,4319,4234,1825,49515,45297,33784,9443,5124,0,0,0,11,1039,1995,5437,13278,1274,36284,1203,34053,29246,38225,123,602,1003,7841,900,20601,2852,6306,539,17080,558,15972,13950,16146,20,589,22559,1691,1274,26173,194,2817,5024,2231,102,925,24696,2585,6972,735,19204,645,18081,15296,17638,0,687,26956,1456,26835,37479,1203,568,274,1586,5180,1824,7674,12378,4807,15968,70,4170,6845,0,15,15,165,1123,2178,Murray Hill-Kips Bay,Manhattan,704884.64,MN20,649992,248.5,228.4,238.8,1.81428571428571,0.514471428571429
0.2242342,106,2,2033,2349,1365,7521,50,2489,30715,20921,11100,21610,14089,0,0,0,854,4410,12441,50,325,7126,9425,0,4910,1415,8578,112,319,757,275,1055,8718,43,117,2610,4085,0,2133,567,4977,165,1487,13919,2584,7126,9847,1345,6116,17094,4515,52,1434,12203,7,208,4516,5340,0,2777,848,6123,100,1263,16796,195,830,2663,0,1053,79,1758,611,1465,1724,1221,3495,1090,0,29,42,16,62,210,1312,5450,14602,Claremont-Bathgate,Bronx,494933.93,BX01,197591,198.5,251.1,219.6,3.06625,0.458575
0.0696305,107,5,264,1700,469,2519,147,603,19240,13981,8660,6997,4478,0,0,0,96,980,2200,161,896,2118,10170,14,5791,2569,12180,0,135,278,735,376,6767,85,310,1039,4947,14,2767,1107,4841,28,538,9374,784,2118,6369,170,2439,5946,4379,187,227,7214,76,586,1079,5223,0,3024,1462,3819,13,505,9866,271,5162,11842,14,830,90,1253,1230,512,1292,2478,3222,1673,24,413,923,0,0,0,212,1970,3997,Port Richmond,Staten Island,59026.72,SI28,245172,135.2,140.7,137.4,2.9825,0.43725
0.0712428,108,2,752,2970,272,5868,568,1041,30191,23990,14612,10665,4797,0,0,0,184,3937,7613,1089,2567,5248,16143,521,10621,6144,18963,43,269,642,1478,478,10931,524,930,2389,7377,237,4654,2455,7494,10,572,14417,1053,5248,11364,433,5412,11035,5522,81,563,13059,565,1637,2859,8766,284,5967,3689,7118,19,722,15774,617,6299,14174,521,721,136,3278,1812,1895,2420,2871,4477,3577,102,2229,4552,0,40,85,95,1838,3125,Pelham Parkway,Bronx,499814.408,BX49,435733,334.2,355.9,347.4,2.58777777777778,0.410655555555556
0.0507312,109,1,367,6903,279,2470,4572,1731,48393,44656,34121,5076,2606,0,0,0,6,251,362,5717,15131,759,39835,1145,37472,32421,43082,18,556,845,9414,655,20216,3316,7632,299,18477,611,17642,15768,17063,0,91,22234,1302,759,29094,148,1820,2903,2363,101,1076,24440,2401,7499,460,21358,534,19830,16653,17058,0,287,26159,1518,27387,39094,1145,587,468,1498,5496,1806,6686,13102,5051,17290,162,5173,6894,0,105,105,27,628,1093,Turtle Bay-East Midtown,Manhattan,792659.72,MN19,NA,NA,NA,NA,NA,NA
0.0497692,110,1,925,9179,370,3745,7747,2545,81378,70967,51136,9855,6110,0,32,32,108,543,889,11743,25142,2663,63100,3996,57874,49892,68996,98,833,1871,13399,1126,31132,6106,11658,1271,27616,1997,25240,21936,23679,32,589,36340,2484,2663,43515,209,3009,5788,5226,110,1419,39835,5637,13484,1392,35484,1999,32634,27956,27457,16,673,45038,2142,42065,66070,3996,899,808,2338,6552,4845,15092,14185,7982,24750,93,6284,8736,0,0,59,104,1351,3721,Lenox Hill-Roosevelt Island,Manhattan,1091131.71,MN31,963448,377.8,385.6,380.6,1.857,0.5117
0.1753857,111,2,2619,2501,2040,14395,392,4308,52237,37188,24563,33757,19362,0,0,40,2042,11951,24954,420,1125,11949,18797,28,10904,3611,17888,79,572,1657,705,2317,17593,216,567,5099,9228,27,5227,1798,12718,371,2103,25515,3064,11949,16528,2796,16529,35935,7893,77,1991,19595,204,558,6850,9569,1,5677,1813,11845,102,1914,26722,517,3023,7101,28,1319,177,3685,1863,3095,5307,3165,7293,2486,0,625,1159,45,196,399,1625,8196,16927,Mount Hope,Bronx,1328443.38,BX41,374998,385.7,431.3,410.6,3.10461538461538,0.457092307692308
0.1149247,112,4,534,2853,278,6531,730,2441,38449,31437,21240,11724,5193,0,0,0,568,4360,7320,1126,3792,4725,22984,396,16884,11273,25647,204,1043,1921,2666,1490,15484,777,2047,2123,11318,207,8227,5634,11590,67,1177,19158,674,4725,13557,744,5871,9880,6100,145,951,15953,349,1745,2602,11666,189,8657,5639,9650,22,837,19291,457,5248,10607,396,1224,205,5550,1515,3018,4082,2611,5611,7481,814,7675,13852,17,41,126,381,2873,4623,Briarwood-Jamaica Hills,Queens,378707,QN35,623856,406.8,453.5,429.8,3.09818181818182,0.398663636363636
0.0617507,113,1,2818,16149,1162,13465,11307,5022,135718,114428,81327,28070,14605,0,0,0,274,2172,4240,18126,43800,6896,99701,6819,90693,77530,106147,137,1814,4811,25674,2506,52128,9542,20803,2866,46078,3441,41765,35818,39986,30,1461,62611,5522,6896,66941,1087,9261,20255,9008,96,2516,62300,8584,22997,4030,53623,3378,48928,41712,41341,91,1492,73107,3258,64845,101748,6819,1193,951,3728,4993,7640,25664,24048,13163,33730,435,5712,8779,32,264,735,886,6482,15405,Upper West Side,Manhattan,1783486.99,MN12,1523418,656.8,658.6,656.5,1.97875,0.56453125
0.1040541,114,4,421,4241,87,3089,932,1232,22943,19420,11840,4312,1223,0,0,0,79,442,945,1191,3249,1571,16016,259,11809,7880,18627,0,127,430,2058,746,8884,753,1604,685,7327,109,5511,3752,6103,0,514,10668,600,1571,10253,85,1090,2142,4207,154,486,10536,438,1645,886,8689,150,6298,4128,5737,0,460,12275,865,7875,15499,259,480,72,2098,1026,840,2701,2771,3929,4631,272,3166,5760,0,7,7,16,183,302,Ft. Totten-Bay Terrace-Clearview,Queens,84494.599,QN47,NA,NA,NA,NA,NA,NA
0.1172714,115,2,1215,1794,1076,6376,113,1157,25783,18606,9866,17357,10981,0,0,0,414,4424,11030,127,593,5182,7409,14,4112,1352,5645,25,428,844,466,474,8389,70,308,2188,3546,1,1854,725,5191,128,1271,12173,2201,5182,8319,712,6281,15391,3297,55,683,10217,57,285,2994,3863,13,2258,627,4675,159,1568,13610,321,2774,7599,14,948,59,1178,1786,934,1621,1432,2760,759,32,183,642,0,10,110,365,2047,5558,Belmont,Bronx,323448.34,BX06,107846,125.5,138.1,129.8,2.71,0.46294
0.1419653,116,4,1088,3418,610,13054,338,3752,50922,38784,26429,24794,11740,0,0,0,1221,8611,15659,424,1996,11594,22517,86,13048,6104,25362,252,1403,2866,1572,1960,18536,238,1097,5554,10610,27,6386,3178,14840,130,1298,25103,1598,11594,15700,1280,10043,18959,9469,166,1792,20248,186,899,6040,11907,59,6662,2926,11589,39,1130,25819,263,2930,5723,86,1786,306,7156,1239,3600,4583,3174,6944,4108,920,7171,15459,31,160,324,1065,6154,10891,Jamaica,Queens,566297.979,QN61,NA,NA,NA,NA,NA,NA
0.1019780,117,4,1031,3560,668,14903,382,3480,65199,49140,34125,24220,9317,0,9,17,761,9126,17054,553,2464,11269,30694,171,16576,8821,40488,203,1674,3452,1911,1969,24519,324,1183,5798,14864,109,8307,4471,19456,33,2113,32293,1010,11269,17535,1055,11774,22785,14118,161,1511,24621,229,1281,5471,15830,62,8269,4350,14669,58,1889,32906,856,9101,17795,171,2613,418,8471,2231,4526,5620,5043,7755,6357,1214,10136,19479,37,212,578,409,3833,6824,Richmond Hill,Queens,962084.03,QN54,1482453,856.4,872.4,864.2,3.676,0.39332
